Network,Level,Name,Calls_20230829,Avg(us)_20230829,Max(us)_20230829,Min(us)_20230829,Calls_20230908,Avg(us)_20230908,Max(us)_20230908,Min(us)_20230908,Calls_20230913_0,Avg(us)_20230913_0,Max(us)_20230913_0,Min(us)_20230913_0,Calls_20230913_1,Avg(us)_20230913_1,Max(us)_20230913_1,Min(us)_20230913_1,Calls_20230914,Avg(us)_20230914,Max(us)_20230914,Min(us)_20230914,Calls_20230918,Avg(us)_20230918,Max(us)_20230918,Min(us)_20230918,Calls_20230919,Avg(us)_20230919,Max(us)_20230919,Min(us)_20230919
output_gpu,deepspeech2,Fused_Tanh_Reshape_Transpose_fusion_18051463857331374662_kernel,1001.0,8199.457,8286.007,8101.177,1001.0,2066.388,3060.5,2040.738,10001.0,683.933,798.929,680.37,10001.0,683.933,798.929,680.37,10001.0,683.893,798.8660000000001,680.372,10001.0,2067.57,2810.559,2018.857,10001.0,2233.321,2282.3790000000004,2181.2290000000003
output_gpu,deepspeech2,Fused_BroadcastTo_Mul_Reshape_Mul_split_5747017665540302750_kernel,1001.0,3.282,6.303999999999999,3.168,1001.0,2.817,3.4560000000000004,2.719,10001.0,3.269,6.528,3.135,10001.0,3.269,6.528,3.135,10001.0,3.273,6.368,3.135,10001.0,3.287,3.936,3.136,10001.0,5.544000,6.304000,5.375000
output_gpu,bert_base,Fused_Reciprocal_split_9715664751193780275_kernel,1001.0,1.419,3.392,1.376,1001.0,1.418,1.984,1.376,10001.0,1.419,9.472,1.375,10001.0,1.419,9.472,1.375,10001.0,1.417,3.456,1.375,10001.0,1.417,6.335,1.375,10001.0,3.281000,4.384000,3.200000
output_gpu,bert_base,Fused_Cast_Mul_Mul_ReduceSum_Mul_split_3349199317900906134_kernel,1001.0,6.613,9.216,6.591,1001.0,5.712999999999999,6.5920000000000005,5.695,10001.0,2.47,5.696000000000001,2.431,10001.0,2.47,5.696000000000001,2.431,10001.0,2.469,5.696,2.431,10001.0,2.471,9.536,2.431,10001.0,4.111000,5.087000,4.063000
output_gpu,bert_base,Fused_Reshape_Neg_Mul_split_17795986835084215949_kernel,1001.0,1.241,3.968,1.215,1001.0,1.256,4.096,1.215,10001.0,1.236,4.159,1.215,10001.0,1.236,4.159,1.215,10001.0,1.236,4.0,1.215,10001.0,1.237,8.544,1.215,10001.0,3.167000,4.000000,3.103000
output_gpu,bert_base,Fused_Cast_split_14554913079053108469_kernel,1001.0,27.049,32.576,26.528,1001.0,27.054,32.959,26.528,10001.0,26.734,32.736000000000004,26.143,10001.0,26.734,32.736000000000004,26.143,10001.0,26.842,32.607,26.143,10001.0,25.171,29.375,24.16,10001.0,29.034999999999997,33.022999999999996,28.351000000000003
output_gpu,bert_base,Fused_Cast_BiasAdd_Dropout_Add_fusion_12471240422274247021_kernel,1001.0,55.095,59.679,54.047,1001.0,53.888000000000005,56.863,52.095,10001.0,53.04,59.231,50.815,10001.0,53.04,59.231,50.815,10001.0,53.023,59.199,50.847,10001.0,57.204,61.823,55.136,10001.0,55.922,60.48,54.368
output_gpu,bert_base,Fused_ReduceSum_split_9610770192294330038_kernel,1001.0,2.356,4.704,2.335,1001.0,2.354,3.232,2.335,10001.0,2.077,4.448,2.047,10001.0,2.077,4.448,2.047,10001.0,2.077,4.416,2.047,10001.0,1.784,4.608,1.759,10001.0,3.770000,4.768000,3.711000
output_gpu,bert_base,Fused_Mul_Mul_Mul_Add_Mul_Tanh_Add_Mul_Mul_Mul_Sub_Mul_Mul_Add_Mul_Mul_Add_Mul_C_more_split_8760957184341881796_kernel,1001.0,42.328,45.31100000000001,41.727,1001.0,36.453,36.992,35.935,10001.0,21.469,24.992,19.903,10001.0,21.469,24.992,19.903,10001.0,12.141,15.136,10.944,10001.0,12.238,15.392,10.943,10001.0,13.579000,14.176000,13.408000
output_gpu,bert_base,Fused_Add_Reshape_Reshape_Add_split_14093257215561905173_kernel,1001.0,49.31399999999999,55.327,48.224,1001.0,47.427,53.791,46.912,10001.0,47.415,54.271,46.752,10001.0,47.415,54.271,46.752,10001.0,47.411,53.75899999999999,46.81500000000001,10001.0,47.699,52.0,46.88,10001.0,49.495999999999995,54.207,48.736000000000004
output_gpu,bert_base,Fused_Cast_BiasAdd_GeLU_fusion_12828253081971380468_kernel,1001.0,116.23,122.654,111.07,1001.0,102.028,105.598,101.247,10001.0,101.556,107.934,100.606,10001.0,101.556,107.934,100.606,10001.0,101.257,107.839,100.414,10001.0,101.15,104.895,99.839,10001.0,103.797,107.77499999999999,103.072
output_gpu,bert_base,Fused_Add_AddN_fusion_15025288824638236115_kernel,1001.0,42.28,48.352,41.599,1001.0,42.295,48.927,41.504,10001.0,41.873000000000005,48.479,41.087,10001.0,41.873000000000005,48.479,41.087,10001.0,42.019,48.67100000000001,41.12,10001.0,42.438,48.96,41.343,10001.0,43.981,48.512,43.007999999999996
output_gpu,bert_base,Fused_Reshape_LessEqual_Sub_LessEqual_LogicalOr_Select_Mul_Maximum_Select_fusion_1537099880519983217_kernel,1001.0,1.808,4.16,1.791,1001.0,1.808,4.224,1.791,10001.0,1.805,4.128,1.791,10001.0,1.805,4.128,1.791,10001.0,1.806,4.288,1.791,10001.0,1.805,2.624,1.791,10001.0,3.640000,4.672000,3.583000
output_gpu,bert_base,Fused_Mul_Mul_ReduceSum_Mul_split_7563720092882377888_kernel,1001.0,6.4110000000000005,8.767999999999999,6.24,1001.0,6.417999999999999,9.056,6.271,10001.0,2.675,5.888,2.655,10001.0,2.675,5.888,2.655,10001.0,2.675,5.952,2.655,10001.0,2.676,5.824,2.655,10001.0,4.704000,5.856000,4.639000
output_gpu,bert_base,Fused_Add_split_17831152759103575343_kernel,1001.0,1.242,3.967,1.215,1001.0,1.246,4.032,1.215,10001.0,1.241,3.968,1.215,10001.0,1.241,3.968,1.215,10001.0,1.24,4.032,1.215,10001.0,1.245,4.0,1.215,10001.0,2.964000,3.488000,2.911000
output_gpu,bert_base,Fused_ReduceSum_split_17160201757039515550_kernel,1001.0,64.8,76.767,63.807,1001.0,64.8,73.887,63.839,10001.0,63.85399999999999,75.51899999999999,63.13399999999999,10001.0,63.85399999999999,75.51899999999999,63.13399999999999,10001.0,63.822,75.007,63.071,10001.0,63.72899999999999,71.872,63.135,10001.0,66.314,75.36,65.599000
output_gpu,bert_base,Fused_Mul_Mul_ReduceSum_Mul_split_4931910940408955701_kernel,1001.0,6.444,8.96,6.4,1001.0,6.442,7.423999999999999,6.431,10001.0,2.494,5.855,2.463,10001.0,2.494,5.855,2.463,10001.0,2.494,6.016,2.463,10001.0,2.494,3.424,2.463,10001.0,4.135000,5.248000,4.063000
output_gpu,bert_base,Fused_Cast_fusion_17892869917064243969_kernel,1001.0,1.235,3.936,1.215,1001.0,1.233,1.568,1.215,10001.0,1.233,4.0,1.215,10001.0,1.233,4.0,1.215,10001.0,1.233,4.0,1.215,10001.0,1.232,1.6,1.215,10001.0,3.174000,3.808000,3.103000
output_gpu,bert_base,Fused_Add_fusion_10054391561945245381_kernel,1001.0,26.531,32.288000000000004,26.048,1001.0,26.519,30.143,26.08,10001.0,26.139,31.968000000000004,25.311,10001.0,26.139,31.968000000000004,25.311,10001.0,26.217,32.096,25.439,10001.0,27.65,31.552,26.527,10001.0,28.331000,31.904000,27.839000
output_gpu,bert_base,Fused_ReduceSum_Mul_split_847463926504720470_kernel,1001.0,18.027,30.303,17.664,1001.0,18.012999999999998,28.319000000000003,17.727,10001.0,18.105,28.288,17.248,10001.0,18.105,28.288,17.248,10001.0,18.026,28.895,17.184,10001.0,17.499000000000002,27.008,16.991,10001.0,19.960000,28.575,19.456000
output_gpu,bert_base,Fused_Cast_Add_Reshape_Transpose_split_8581509506651289405_kernel,1001.0,29.629,32.64,27.999,1001.0,23.435,29.311,22.688,10001.0,22.895,28.703000000000003,21.792,10001.0,22.895,28.703000000000003,21.792,10001.0,23.036,28.735,21.696,10001.0,75.163,743.7040000000001,71.071,10001.0,80.937,82.528,80.511
output_gpu,bert_base,Fused_Cast_Reshape_fusion_16187287696793412283_kernel,1001.0,1.341,4.064,1.311,1001.0,1.345,2.3040000000000003,1.311,10001.0,1.332,4.096,1.311,10001.0,1.332,4.096,1.311,10001.0,1.333,4.288,1.311,10001.0,1.331,1.696,1.311,10001.0,3.122000,3.616000,3.071000
output_gpu,bert_base,Fused_BroadcastTo_inplace_assign_builder_12101948072875812668_kernel,1001.0,1.223,2.9760000000000004,1.1840000000000002,1001.0,1.226,1.568,1.1840000000000002,10001.0,1.207,3.04,1.183,10001.0,1.207,3.04,1.183,10001.0,1.208,3.04,1.183,10001.0,1.207,1.568,1.183,10001.0,2.876000,3.616000,2.783000
output_gpu,bert_base,Fused_Mul_Mul_Cast_ReduceSum_split_10543761844475784408_kernel,1001.0,231.962,258.365,217.246,1001.0,231.507,256.571,217.788,10001.0,48.135,54.655,45.151,10001.0,48.135,54.655,45.151,10001.0,51.29,55.199,48.511,10001.0,50.33,52.384,48.416,10001.0,53.524000,56.448000,51.359000
output_gpu,bert_base,Fused_ReduceSum_Mul_Mul_Mul_Mul_Mul_Add_Mul_split_17865465815588720940_kernel,1001.0,18.542,30.272,18.048,1001.0,18.494,27.968000000000004,17.983,10001.0,23.587,31.999,21.632,10001.0,23.587,31.999,21.632,10001.0,23.692,32.703,21.728,10001.0,24.354,32.384,21.855,10001.0,26.327000,34.464,24.224000
output_gpu,bert_base,Fused_Add_fusion_11383007565367662187_kernel,1001.0,1.371,3.392,1.3430000000000002,1001.0,1.371,3.424,1.3430000000000002,10001.0,1.369,3.455,1.3430000000000002,10001.0,1.369,3.455,1.3430000000000002,10001.0,1.368,3.455,1.343,10001.0,1.175,1.728,1.151,10001.0,3.009000,3.712000,2.943000
output_gpu,bert_base,Fused_Cast_Mul_Mul_ReduceSum_Mul_split_10027531740183302338_kernel,1001.0,6.646,9.376,6.622999999999999,1001.0,5.7010000000000005,6.752000000000001,5.662999999999999,10001.0,2.46,4.832,2.431,10001.0,2.46,4.832,2.431,10001.0,2.46,4.863,2.431,10001.0,2.109,9.472,2.079,10001.0,4.111000,5.120000,4.032000
output_gpu,bert_base,Fused_Add_Cast_ReduceMax_split_16727254203272830108_kernel,1001.0,1.254,4.064,1.215,1001.0,1.259,2.08,1.216,10001.0,1.433,3.4560000000000004,1.4069999999999998,10001.0,1.433,3.4560000000000004,1.4069999999999998,10001.0,1.433,3.52,1.407,10001.0,1.437,1.952,1.407,10001.0,3.068000,3.776000,3.007000
output_gpu,bert_base,Fused_Mul_Mul_ReduceSum_Mul_split_7030311586437121275_kernel,1001.0,6.58,9.28,6.559,1001.0,6.58,9.248,6.559,10001.0,2.463,4.896,2.431,10001.0,2.463,4.896,2.431,10001.0,2.463,4.864,2.431,10001.0,2.463,4.8,2.431,10001.0,4.114000,5.087000,4.032000
output_gpu,bert_base,Fused_LogicalNot_LogicalAnd_Mul_Select_Assign_fusion_7177650377850726476_kernel,1001.0,1.587,3.744,1.567,1001.0,1.6269999999999998,2.4,1.599,10001.0,1.6269999999999998,4.032,1.599,10001.0,1.6269999999999998,4.032,1.599,10001.0,1.626,3.936,1.599,10001.0,1.405,2.048,1.375,10001.0,3.486000,4.352000,3.423000
output_gpu,bert_base,Fused_Cast_BiasAdd_GeLU_fusion_5307373862246741305_kernel,1001.0,5.433,8.288,5.343999999999999,1001.0,4.263,4.832,4.16,10001.0,4.949,8.0,4.8,10001.0,4.949,8.0,4.8,10001.0,4.955,8.031,4.832,10001.0,4.259,4.896,4.159,10001.0,6.776000,7.680000,6.591000
output_gpu,bert_base,Fused_Mul_Mul_Mul_Add_Mul_Tanh_Add_Mul_Mul_Mul_Sub_Mul_Mul_Add_Mul_Mul_Add_Mul_C_more_split_5322106696941400025_kernel,1001.0,928.019,1354.735,841.461,1001.0,908.81,2079.193,834.448,10001.0,134.827,149.053,129.213,10001.0,134.827,149.053,129.213,10001.0,173.582,187.932,165.533,10001.0,173.445,884.278,165.95,10001.0,179.704,187.54999999999998,173.214000
output_gpu,bert_base,Fused_Cast_ReduceSum_split_9005003959610787421_kernel,1001.0,2.84,5.856,2.815,1001.0,2.837,3.648,2.815,10001.0,1.666,4.6080000000000005,1.631,10001.0,1.666,4.6080000000000005,1.631,10001.0,1.547,4.288,1.535,10001.0,1.549,9.12,1.535,10001.0,3.277000,3.776000,3.200000
output_gpu,bert_base,Fused_Mul_Mul_ReduceSum_Mul_split_14503017584508981378_kernel,1001.0,9.407,11.743,9.28,1001.0,8.074,8.832,7.968,10001.0,2.7310000000000003,6.047999999999999,2.687,10001.0,2.7310000000000003,6.047999999999999,2.687,10001.0,2.731,5.92,2.687,10001.0,2.732,5.856,2.687,10001.0,4.377000,5.280000,4.319000
output_gpu,bert_base,Fused_Reshape_Add_Cast_Reshape_fusion_1259340029514946964_kernel,1001.0,42.21,47.711000000000006,41.248000000000005,1001.0,41.239,45.503,40.735,10001.0,41.122,47.551,40.575,10001.0,41.122,47.551,40.575,10001.0,41.128,47.839,40.575,10001.0,45.775000000000006,49.439,43.808,10001.0,43.141,47.552,42.496000
output_gpu,bert_base,Fused_Cast_fusion_5207550064602223918_kernel,1001.0,3.425,6.367999999999999,3.359,1001.0,3.435,3.872,3.36,10001.0,3.418,6.272,3.359,10001.0,3.418,6.272,3.359,10001.0,3.429,6.528,3.359,10001.0,4.275,4.704,4.096,10001.0,5.203000,6.048000,5.088000
output_gpu,bert_base,Fused_Cast_fusion_7666694894108764436_kernel,1001.0,1.251,4.096,1.215,1001.0,1.132,1.472,1.119,10001.0,1.25,4.032,1.215,10001.0,1.25,4.032,1.215,10001.0,1.248,4.128,1.215,10001.0,1.074,9.216,1.055,10001.0,2.989000,3.745000,2.943000
output_gpu,bert_base,Fused_Cast_fusion_14392499370391399597_kernel,1001.0,3.3710000000000004,6.144,3.232,1001.0,3.379,3.744,3.264,10001.0,3.37,6.303999999999999,3.232,10001.0,3.37,6.303999999999999,3.232,10001.0,3.369,6.176,3.263,10001.0,2.605,9.216,2.528,10001.0,5.573000,6.239000,5.408000
output_gpu,bert_base,Fused_Cast_fusion_5292518620103935094_kernel,1001.0,128.825,134.783,127.967,1001.0,128.763,131.678,125.79,10001.0,125.76300000000002,134.27,124.125,10001.0,125.76300000000002,134.27,124.125,10001.0,125.6,134.654,123.997,10001.0,140.275,143.35899999999998,137.34199999999998,10001.0,129.599,132.479,128.383
output_gpu,bert_base,Fused_Cast_fusion_3949089336070214905_kernel,1001.0,20.222,26.175,19.776,1001.0,20.238,23.775,19.775,10001.0,20.17,25.856,19.264,10001.0,20.17,25.856,19.264,10001.0,19.949,26.208,19.103,10001.0,21.663,708.824,19.775,10001.0,22.109,26.048000000000002,21.119
output_gpu,bert_base,Fused_Sub_Exp_ReduceSum_split_5022209430239326148_kernel,1001.0,168.037,173.085,164.861,1001.0,169.12599999999998,1214.154,165.50099999999998,10001.0,140.58399999999995,148.254,139.709,10001.0,140.58399999999995,148.254,139.709,10001.0,140.623,148.094,139.677,10001.0,140.74,875.318,139.679,10001.0,142.833,148.15900000000002,142.047000
output_gpu,bert_base,Fused_Cast_fusion_3218767707791726405_kernel,1001.0,20.227,26.4,19.776,1001.0,20.218,23.712,19.807,10001.0,19.793000000000006,26.144,18.943,10001.0,19.793000000000006,26.144,18.943,10001.0,20.026,25.888,19.423,10001.0,21.773,25.472,20.224,10001.0,22.828999999999997,26.720000000000002,21.183
output_gpu,bert_base,Fused_Cast_BiasAdd_Tanh_fusion_1864264321745204290_kernel,1001.0,1.726,4.512,1.695,1001.0,1.442,1.76,1.4069999999999998,10001.0,1.676,4.5760000000000005,1.631,10001.0,1.676,4.5760000000000005,1.631,10001.0,1.676,4.448,1.632,10001.0,1.439,8.704,1.407,10001.0,3.420000,3.904000,3.359000
output_gpu,bert_base,Fused_Reshape_Cast_Cast_Reshape_Sub_Mul_split_2964756766907290183_kernel,1001.0,1.274,4.0,1.247,1001.0,1.281,2.048,1.247,10001.0,1.259,4.064,1.247,10001.0,1.259,4.064,1.247,10001.0,1.259,4.16,1.216,10001.0,1.084,1.408,1.055,10001.0,3.248000,4.033000,3.167000
output_gpu,bert_base,Fused_Reshape_Transpose_split_2202986300204861848_kernel,1001.0,28.704,32.288000000000004,27.168000000000003,1001.0,27.11,31.615,25.76,10001.0,22.459,28.639000000000006,21.183000000000003,10001.0,22.459,28.639000000000006,21.183000000000003,10001.0,22.286,28.863000000000003,21.12,10001.0,74.207,83.135,70.94300000000001,10001.0,81.97699999999999,89.631,79.743
output_gpu,bert_base,Fused_Transpose_split_562174498592760630_kernel,1001.0,28.606,32.384,28.032,1001.0,29.348000000000003,35.327,28.831,10001.0,24.369,29.92,22.975,10001.0,24.369,29.92,22.975,10001.0,24.44,30.08,22.879,10001.0,74.833,85.983,70.975,10001.0,80.63,81.503,80.319
output_gpu,bert_base,Fused_Cast_fusion_15293591300000660893_kernel,1001.0,3.895,6.88,3.839,1001.0,3.896,4.704,3.839,10001.0,3.893,6.976000000000001,3.839,10001.0,3.893,6.976000000000001,3.839,10001.0,3.892,7.04,3.839,10001.0,5.962,6.656,5.728,10001.0,6.135000,6.752000,6.047000
output_gpu,bert_base,Fused_Mul_Mul_ReduceSum_Mul_split_9989202327243490401_kernel,1001.0,1.439,3.4560000000000004,1.4069999999999998,1001.0,1.439,3.52,1.4069999999999998,10001.0,1.4369999999999998,8.767999999999999,1.4069999999999998,10001.0,1.4369999999999998,8.767999999999999,1.4069999999999998,10001.0,1.437,3.52,1.407,10001.0,1.437,1.984,1.407,10001.0,3.308000,4.032000,3.231000
output_gpu,transformer,Fused_Reciprocal_split_9715664751193780275_kernel,1001.0,1.418,3.424,1.376,1001.0,1.217,1.7280000000000002,1.183,10001.0,1.4169999999999998,3.488,1.375,10001.0,1.4169999999999998,3.488,1.375,10001.0,1.417,3.488,1.375,10001.0,1.217,2.24,1.183,10001.0,3.059000,3.808000,3.007000
output_gpu,transformer,Fused_Cast_ReduceSum_split_11562077826069526804_kernel,1001.0,312.498,331.611,287.709,1001.0,288.226,301.85,278.523,10001.0,40.966,51.711000000000006,40.287,10001.0,40.966,51.711000000000006,40.287,10001.0,40.754,51.775,40.095,10001.0,40.801,52.415000000000006,40.095,10001.0,42.931999999999995,51.871,42.336000
output_gpu,transformer,Fused_Cast_fusion_3779720031685675485_kernel,1001.0,34.696,40.256,34.208,1001.0,34.7,37.855,34.239000000000004,10001.0,34.099000000000004,40.479,32.991,10001.0,34.099000000000004,40.479,32.991,10001.0,34.221000000000004,40.288,33.055,10001.0,37.472,748.375,35.424,10001.0,36.544,40.224000000000004,35.647999999999996
output_gpu,transformer,Fused_Mul_Add_Cast_ReduceMax_split_15797943235040388018_kernel,1001.0,112.87,120.798,111.807,1001.0,99.243,104.798,97.534,10001.0,101.898,119.87,97.438,10001.0,101.898,119.87,97.438,10001.0,101.535,120.574,97.406,10001.0,99.582,797.941,97.343,10001.0,111.848,126.527,108.607000
output_gpu,transformer,Fused_Neg_Mul_ReduceSum_split_4248836288393418276_kernel,1001.0,2.975,5.312,2.943,1001.0,2.692,3.52,2.655,10001.0,2.24,5.343999999999999,2.207,10001.0,2.24,5.343999999999999,2.207,10001.0,2.24,5.344,2.207,10001.0,2.24,3.136,2.207,10001.0,4.253000,5.184000,4.191000
output_gpu,transformer,Fused_Sub_Exp_ReduceSum_split_15349239229028166055_kernel,1001.0,114.108,123.102,112.735,1001.0,114.073,119.71,112.478,10001.0,107.105,123.709,103.006,10001.0,107.105,123.709,103.006,10001.0,106.195,122.814,102.91,10001.0,107.042,800.118,103.007,10001.0,113.011,130.238,110.143000
output_gpu,transformer,Fused_Add_RealDiv_split_18428533263909187959_kernel,1001.0,1.486,3.488,1.471,1001.0,1.3430000000000002,2.016,1.311,10001.0,1.484,3.552,1.471,10001.0,1.484,3.552,1.471,10001.0,1.484,3.52,1.471,10001.0,1.484,2.016,1.471,10001.0,3.118000,3.905000,3.040000
output_gpu,transformer,Fused_ReduceSum_split_5286512164795600183_kernel,1001.0,87.191,92.415,83.551,1001.0,75.916,79.71,71.807,10001.0,21.265,30.687,20.672,10001.0,21.265,30.687,20.672,10001.0,21.328000000000003,31.264,20.832,10001.0,21.106,28.352,20.735,10001.0,23.084000,30.976,22.528000
output_gpu,transformer,Fused_Cast_fusion_11587648850823634713_kernel,1001.0,34.689,40.096,34.143,1001.0,33.596,36.831,32.959,10001.0,34.347,40.127,33.311,10001.0,34.347,40.127,33.311,10001.0,34.13999999999999,40.223,32.895,10001.0,37.394,39.967000000000006,35.392,10001.0,36.388,39.84,35.711
output_gpu,transformer,Fused_RealDiv_Cast_Mul_Cast_LessEqual_Cast_Mul_split_10301357873200668306_kernel,1001.0,173.127,179.486,172.31799999999998,1001.0,167.12099999999998,171.805,166.39700000000002,10001.0,167.268,174.71599999999998,166.429,10001.0,167.268,174.71599999999998,166.429,10001.0,167.283,174.78099999999998,166.525,10001.0,167.37099999999998,894.0369999999999,165.534,10001.0,170.007,175.583,169.08599999999998
output_gpu,transformer,Fused_Dropout_7533611284060738716_kernel,1001.0,225.21400000000003,230.493,220.573,1001.0,223.221,228.348,220.316,10001.0,221.026,231.868,219.132,10001.0,221.026,231.868,219.132,10001.0,221.022,231.612,219.292,10001.0,256.463,984.564,251.997,10001.0,227.03300000000002,231.13400000000001,225.182
output_gpu,transformer,Fused_Cast_BiasAdd_fusion_16929090800810496745_kernel,1001.0,127.688,136.19,120.511,1001.0,99.493,102.11,98.558,10001.0,96.783,104.158,95.39,10001.0,96.783,104.158,95.39,10001.0,96.67,104.703,95.007,10001.0,117.851,130.55800000000002,113.854,10001.0,100.611,104.062,99.551
output_gpu,transformer,Fused_Sub_Mul_Cast_Mul_split_9846109345606123648_kernel,1001.0,106.645,112.83,105.727,1001.0,105.449,109.822,104.51,10001.0,105.485,112.03,104.03,10001.0,105.485,112.03,104.03,10001.0,105.469,111.838,104.094,10001.0,105.728,776.725,104.382,10001.0,107.046,111.42299999999999,105.88799999999999
output_gpu,transformer,Fused_Sub_Mul_ReduceSum_split_9576479946113568716_kernel,1001.0,49.556,57.855,48.768,1001.0,48.694,53.695,48.063,10001.0,46.284,53.055,45.376000000000005,10001.0,46.284,53.055,45.376000000000005,10001.0,46.345,53.151,45.343,10001.0,46.147,50.112,45.279,10001.0,48.518,53.055,47.616000
output_gpu,transformer,Fused_DropoutGrad_15920076577436691012_kernel,1001.0,135.878,142.719,133.75799999999998,1001.0,135.458,142.045,133.11700000000002,10001.0,134.07399999999998,142.558,132.57299999999998,10001.0,134.07399999999998,142.558,132.57299999999998,10001.0,134.024,142.11,132.798,10001.0,143.625,859.349,137.95,10001.0,136.73399999999998,140.543,135.55
output_gpu,transformer,Fused_Mul_split_8987365791484717414_kernel,1001.0,1.227,3.904,1.1840000000000002,1001.0,1.111,1.44,1.087,10001.0,1.226,4.224,1.183,10001.0,1.226,4.224,1.183,10001.0,1.225,4.0,1.183,10001.0,1.227,1.696,1.184,10001.0,3.199000,3.777000,3.135000
